,country,startdate,enddate,duration,etype,escalation,target,npart,ndeath,locnum,issue,issuenote,riot,target cat,crime rate
2120,Honduras,14-Oct-04,14-Oct-04,1,6,0,Mara Salvatrucha (MS-13),4,0,1,9,The Association of Urban Transport staged a strike against street gangs.,0,,153.382232741
2121,Honduras,30-Apr-14,30-Apr-14,1,9,0,Mara Salvatrucha gang,-99,5,1,12,Gang violence caused these deaths. ,1,,153.382232741
2122,Mexico,4-Feb-04,4-Feb-04,1,2,0,Mayor,4,0,3,10,"Protesters charge a mayor with abuse of power, nepotism, and sexual harassment, forcing him to quit and flee the town.",0,,359.577167974
2123,Mexico,20-Jun-10,20-Jun-10,1,8,0,Mayor,-99,2,6,12,Assailants kill a mayor and another man in a dispute motivated by a disagreement over a mine.,1,,359.577167974
2124,Mexico,2-Nov-11,2-Nov-11,1,8,0,Mayor,-99,0,3,1,A mayor is handing out campaign fliers when he is killed in a drive by shooting.,1,,359.577167974
2125,Mexico,21-Jun-99,21-Jun-99,1,1,0,Mayor Cuauhtemoc Cardenas,4,0,1,10,A demonstration was held against Mayor Cuauhtemoc Cardenas.,0,,359.577167974
2126,Mexico,16-Jul-04,16-Jul-04,1,2,0,Mayor of Cancun,-99,0,2,10,Disgruntled city workers protest to demand the mayor's reinstatement.  The protests lead to the mayor's dismissal.,0,,359.577167974
2127,Guatemala,5-Nov-90,5-Nov-90,1,8,0,Mayor of Jalapa,1,1,2,1,The mayor of Jalapa is assassinated a week ahead of elections.,1,,40.1652129192
2128,Mexico,16-Nov-04,16-Nov-04,1,2,0,Mayor of Mexico City,3,0,1,12,400 farmers march in their underwear to demand that the mayor return a parcel of land they claim City Hall took from them.  They end their protest by stripping off al their clothes.,0,,359.577167974
2129,Haiti,6-Jul-00,6-Jul-00,1,9,0,Mayor-elect Necuel Belcombe,-99,0,3,1,Supporters of losing mayor Georges Simon ransacked a community radio station and the home of its owner and also set fire to the house of Mayor-elect Belcombe and wounded 12 people.,1,,10.0
2130,Cuba,7-Oct-92,7-Oct-92,1,8,0,Melia Varadero hotel,1,0,3,10,An anti-government demonstration escalated to anti-government violence.,1,,4.48342245989
2131,Cuba,5-Aug-97,5-Aug-97,1,9,0,Melia-Cohiba Hotel,-99,0,1,2,"Explosion occurred at Havana's Melia-Cohiba Hotel, government claims bombing was attempt to undermine tourism and that U.S. was involved. Alpha 66 had contact with those responsible.",1,,4.48342245989
2132,Dominican-Republic,16-May-96,16-May-96,1,9,0,Member of Social Democratic Party,1,1,-99,1,Supporter of Balaguer fatally shot member of Social Democratic Party during a political argument.,1,,80.3818341696
2133,Mexico,22-Jul-99,22-Jul-99,1,6,0,Men,-99,0,7,10,Housewives strike to draw attention to the fact that housework benefits society as a whole.  This forces some husbands to do housework for the first time in their lives.,0,,359.577167974
2134,Mexico,11-Jan-05,11-Jan-05,1,1,0,Mexican Confederation of Workers,2,0,2,2,"Members of the SITRASE truckers union blockade the site of new airport construction with their big rigs.  The incident grows out of an ongoing dispute between two unions, SITRASE and the Mexican Confederation of Workers, over jobs at the site.",0,,359.577167974
2135,Mexico,8-Jan-90,7-Feb-90,31,9,6,Mexican Labor Federation,4,1,2,10,"Between 150 and 250 thugs enter a Ford factory, firing guns and beating workers. The rank and file are disgruntled over closed negotiations between the union and Ford.",1,,359.577167974
2136,Mexico,1-May-90,1-May-90,1,1,3,Mexican Labor Federation,6,0,1,2,Independent unions staged a demonstration and rioting occurred.,1,,359.577167974
2137,Haiti,29-Mar-14,29-Mar-14,1,2,0,Michel Martelly,4,-99,1,1,Protesters were calling for President Michel Martelly to step down because he has not addressed hunger and they were also protesting that elections were overdue. ,0,,10.0
2138,Haiti,14-May-14,14-May-14,1,4,0,Michel Martelly,-99,0,4,1,"Violent protesters were demonstrating against President Michel Martelly, calling for his resignation for corruption and delayed elections.",1,,10.0
2139,Haiti,14-May-14,14-May-14,1,4,0,Michel Martelly,-99,0,4,1,"Violent protesters were demonstrating against President Michel Martelly, calling for his resignation for corruption and delayed elections.",1,,10.0
2140,Haiti,5-Jun-14,5-Jun-14,1,2,0,Michel Martelly,4,0,1,1,"Protesters want the President and Prime Minister to step down and for the government to hold new elections, which have been delayed for three years. ",0,,10.0
2141,Haiti,26-Oct-14,26-Oct-14,1,4,0,Michel Martelly,4,-99,4,1,The central government announced that three-year-delayed elections have been delayed again. ,1,,10.0
2142,Haiti,26-Oct-14,26-Oct-14,1,4,0,Michel Martelly,4,-99,4,1,The central government announced that three-year-delayed elections have been delayed again. ,1,,10.0
2143,Haiti,28-Nov-14,28-Nov-14,1,2,0,Michel Martelly,4,0,1,1,Protesters were calling for the President's and Vice-President's resignation because of three-year election delays. ,0,,10.0
2144,Haiti,15-Jan-15,15-Jan-15,1,2,0,Michel Martelly,-99,0,1,1,Protesters were calling Martelly a dictator and protesting delayed elections. ,0,,10.0
2145,Haiti,16-Jan-15,16-Jan-15,1,2,0,Michel Martelly,4,0,1,1,"Protesters were demonstrating against the president, saying he allowed elections to pass without calling new ones. ",0,,10.0
2146,El-Salvador,14-Mar-15,14-Apr-15,32,2,0,Ministry of Justice and Public Safety,-99,-99,1,9,Leaders of the Mara Salvatrucha and Barrio 18 gangs are staging hunger strikes to protest conditions in the Zacatecoluca prison. ,0,,54.8044668202
2147,Nicaragua,11-Nov-94,11-Nov-94,1,9,0,Miskito settlement,-99,4,3,5,The army repulses a rebel attack on a Miskito village.,1,,400.3472736
2148,Guatemala,15-Apr-04,15-Apr-04,1,9,0,Missionaries,1,0,-99,12,A violent highway robbery occurs -- a gunman shoots and wound an American missionary couple.,1,,40.1652129192
2149,Mexico,8-Aug-11,8-Aug-11,1,9,0,Monterrey Technological Institute,-99,0,6,4,Individuals Tending Toward the Savage attacked the Monterrey Technological Institute due to environmental concerns.,1,,359.577167974
2150,Mexico,15-May-02,29-May-02,15,2,4,Morelos state legislature,2,0,4,7,Hundreds of teaching students from 15 colleges demonstrate in Amalcingo.  A small group of students storm the Morelos state legislature and hold deputies hostage for 15 hours.,1,,359.577167974
2151,Mexico,15-May-02,29-May-02,15,2,4,Morelos state legislature,2,0,4,7,Hundreds of teaching students from 15 colleges demonstrate in Amalcingo.  A small group of students storm the Morelos state legislature and hold deputies hostage for 15 hours.,1,,359.577167974
2152,Guatemala,29-Jul-94,29-Jul-94,1,9,0,Mormon missionaries,1,0,1,12,A lone kidnapper abducts two Mormon missionaries for 7.5 hours.  The kidnapper is arrested.,1,,40.1652129192
2153,Guatemala,7-Jan-04,7-Jan-04,1,9,0,Mormon tour group,1,1,3,12,"Men with automatic weapons hijack a bus full of Mormon tourists from the US.  The men rob the bus, killing one of the tourists.",1,,40.1652129192
2154,Nicaragua,12-Mar-08,19-Mar-08,8,2,0,Municipal garbage collectors,-99,0,1,12,"Homeless people demonstrated by blocking access to municipal garbage dumps in a protest over recycling rights. Garbage men often claim items in the trash and recycle them, putting them at odds with the homeless.",0,,400.3472736
2155,Mexico,17-Dec-10,17-Dec-10,1,1,9,Murder suspect,1,1,2,9,A woman protests in front of the governor's office to demand justice for the killing of her teenage daughter after a judge exonerates the main suspect.  Gunmen then drive up in a car and shoot her dead.,1,,359.577167974
2156,Mexico,28-Nov-99,28-Nov-99,1,1,0,NAFTA,4,0,1,2,"El Barzon organizes protesters, who ride horses from Cuidad Juarez to Mexico City to protest against NAFTA's farm policies.",0,,359.577167974
2157,Mexico,1-Jan-08,2-Jan-08,2,2,0,NAFTA,-99,0,2,2,"Farm activists stage a 36 hour blockade of the international border to protest unrestricted corn imports from the US, as established under the terms of NAFTA.",0,,359.577167974
2158,Mexico,22-Sep-95,1-Oct-95,10,2,0,National Autonomous University,3,0,1,7,Hundreds of applicants rejected from National Autonomous University stage a building occupation.,0,,359.577167974
2159,Mexico,2-Apr-04,2-Apr-04,1,4,2,National Autonomous University,2,0,1,7,"Radical students and their supporters burst into the offices of the university disciplinary board and steal student records in an effort to avoid expulsion.  After the attack, about 50 other people block traffic to demonstrate.",1,,359.577167974
2160,Mexico,30-Sep-92,30-Sep-92,1,4,0,National Campesinos Center,3,0,1,2,Poor farmers seize a union building to express discontent with new economic reforms.,1,,359.577167974
2161,Nicaragua,27-Feb-98,31-May-98,94,6,4,National Health System,4,0,7,2,Public sector doctors strike against the national health system to demand higher wages.  The doctors later clash with police.,1,,400.3472736
2162,Mexico,15-Jun-98,15-Jun-98,1,2,0,National Human Rights Commission,4,0,3,5,"More than 1000 angry Indians surround a team from the federal Rights Commission, which had come to investigate the June 10 raid on the town.",0,,359.577167974
2163,Mexico,18-Apr-15,18-Apr-15,1,1,0,National Human Rights Commission,3,0,1,10,Migrants were protesting human rights violations against them. ,0,,359.577167974
2164,El-Salvador,16-Dec-04,16-Dec-04,1,2,0,National Legislature,3,0,1,8,Demonstrators briefly interrupt a session of the legislature to protest CAFTA.,0,,54.8044668202
2165,Jamaica,22-Jan-96,22-Jan-96,1,6,0,National Water Commission,4,0,7,2,"2000 workers at water utility went on strike to demand higher wages, leaving much of the island without water.",0,,102.176604027
2166,Mexico,11-Oct-04,11-Oct-04,1,2,0,Nestle,2,0,1,2,"Dozens of cowboy-hatted farmers protest outside Nestle offices, saying current trade policies hurt Mexican coffee growers.",0,,359.577167974
2167,Costa-Rica,8-Mar-93,21-Mar-93,14,9,0,Nicaragua,1,0,1,9,Five gunmen storm the Nicaraguan embassy to protest President Violeta Chamorro's policy of allowing Sandinistas to control the police and the military as part of that country's post-war settlement. Nicaragua eventually pays the gunmen to leave.,1,,102.07436027
2168,Nicaragua,2-Dec-92,2-Dec-92,1,9,0,Nicaraguan business federation,-99,0,1,2,A terrorist group bombs the offices of a business federation during the funeral of a businessman who was murdered.  The group demands that Spanish investigators of the crime leave the country.,1,,400.3472736
2169,Mexico,1-Apr-97,1-Apr-97,1,6,0,Nissan,-99,0,2,2,Workers strike for three days to demand higher wages at a Nissan plant.,0,,359.577167974
2170,Mexico,1-Apr-04,15-Apr-04,15,2,0,Nissan Motor Co.,4,0,2,2,1700 unionized workers strike to demand higher wages.,0,,359.577167974
2171,Mexico,5-Jul-15,5-Jul-15,1,4,0,Non-radical teachers,-99,0,2,7,Radial teachers were protesting the education exams teachers are required to take. ,1,,359.577167974
2172,Mexico,21-May-90,21-May-90,1,9,0,Norma Cornona Sapienz,-99,1,2,10,A human rights activist is killed by unknown gunmen.,1,,359.577167974
2173,Mexico,17-Jun-05,19-Jul-05,33,6,4,Noticias de Oaxaca newspaper,-99,0,2,2,"A mob of unionists blockades a newspaper in a labor dispute, trapping journalists and other employees inside for over a month.  In July, the unionists attack the building, forcing their way inside.",1,,359.577167974
2174,Mexico,29-Aug-11,29-Aug-11,1,2,0,Nuevo Leon governor,4,0,2,9,"Hundreds demonstrate against the local governments, blaming them for the rising drug violence.",0,,359.577167974
2175,Haiti,6-Nov-91,6-Nov-91,1,3,0,OAS States,3,0,1,8,About 150 Haitians took part in a demonstration against an international embargo aimed at returning to office Haiti's democratically-elected president; the demonstrators attacked youths who taunted them.,1,,10.0
2176,Haiti,9-Nov-91,9-Nov-91,1,2,0,OAS States,4,0,1,8,"2,500 demonstrators massed at the Port-au-Prince airport to protest a trade and diplomatic embargo the OAS put on Haiti.",0,,10.0
2177,Haiti,10-Nov-91,10-Nov-91,1,2,0,OAS States,3,0,1,8,Several hundred protesters demonstrated at the Port-au-Prince airport to protest a trade and diplomatic embargo the OAS put on Haiti.,0,,10.0
2178,Haiti,14-Nov-91,14-Nov-91,1,2,0,OAS States,4,0,1,8,Several thousand people demonstrated at the airport to protest the OAS embargo and the possible return of Aristide.,0,,10.0
2179,Haiti,25-Nov-91,26-Nov-91,2,1,0,OAS States,1,0,1,8,Members of the Haitian Association of Youths for People Power staged a hunger strike to protest the OAS embargo.,0,,10.0
2180,Jamaica,5-Jul-99,5-Jul-99,1,9,0,One Hundred Lane gang,-99,4,1,12,"4 men killed while at a home, breaking peace between 2 gangs.",1,,102.176604027
2181,Dominican-Republic,25-Apr-06,25-Apr-06,1,9,0,Opponents of Fidel Castro,-99,0,1,10,Supporters and opponents of Castro engaged in physical struggle during novelist's speech criticizing Castro.,1,,80.3818341696
2182,Mexico,4-Nov-00,4-Nov-00,1,2,0,Opponents of Leonardo Rodriguez Alcaine,-99,0,1,1,Opponents of a candidate for president of the Confederation of Mexican Workers protest outside a union meeting and then force their way inside.,0,,359.577167974
2183,Jamaica,4-Oct-02,4-Oct-02,1,9,0,Opposition leader Edward Seaga,-99,0,3,10,Gunmen fired on 500-car motorcade of Seaga while on campaign tour.,1,,102.176604027
2184,Haiti,8-Apr-00,8-Apr-00,1,4,0,Opposition party headquarters,3,0,1,10,About 100 Protesters angry over the killing of a Haitian journalist razed the headquarters of the Space for Concord and stoned the offices of the Struggling People's Organization.,1,,10.0
2185,Haiti,5-Jun-00,5-Jun-00,1,2,0,Organization of American States,3,0,1,8,About 100 Aristide supporters demonstrated outside the U.S. embassy to denounce what they called OAS meddling in Haitian affairs.,0,,10.0
2186,Haiti,14-Mar-01,14-Mar-01,1,2,4,Organization of American States,-99,0,1,10,Aristide supporters disrupted a peaceful opposition demonstration in front of OAS headquarters.,1,,10.0
2187,Haiti,20-Mar-01,20-Mar-01,1,9,0,Organization of the People in Struggle,3,1,1,10,"200 Aristide supporters opened fire on the office of the Organization of the People in Struggle and threw firebombs at the building and fired at a school, demanding the arrest of Gerard Gourgue, and one was shot and killed by police.",1,,10.0
2188,Guatemala,16-May-15,16-Jun-15,32,2,0,Otto Perez,5,0,1,1,"Via social media, protesters called for business leaders, churches, farmers, students, indigenous peoples, and other groups to protest for the removal of the President regarding the customs bribery ring. ",0,,40.1652129192
2189,Guatemala,30-May-15,30-May-15,1,2,0,Otto Perez,-99,0,1,1,Protesters were calling for the removal of President Otto Perez due to the graft scandal. ,0,,40.1652129192
2190,Guatemala,4-Sep-15,4-Sep-15,1,2,0,Otto Perez,3,0,1,12,Protesters were demonstrating in front of the Supreme Court as the courts were holding a hearing against ex-president Otto Perez in his corruption scandal. ,0,,40.1652129192
2191,Mexico,25-Jul-02,25-Jul-02,1,1,9,PAN,-99,2,2,1,"PAN and PRI supporters protest against one another over a disputed election in Juarez.  Masked gunmen attack the rallies, gunning down two men in a parking lot in broad daylight.",1,,359.577167974
2192,Mexico,1-Nov-92,15-May-93,196,2,4,PAN students,3,0,2,10,Student PRI supporters seize control of a building at the Hermanos Escobar Agricultural College. PAN and PRD students march on the building and the situation escalates to rioting.  Police respond by storming the college.,1,,359.577167974
2193,Jamaica,27-Jul-07,27-Jul-07,1,8,0,PM Portia Simpson Miller,-99,0,1,10,Opposition activists threw rocks at motorcade carrying PM and other PNP candidates.,1,,102.176604027
2194,Mexico,17-Jan-95,19-Jan-95,3,2,4,PRD,4,0,2,1,"Thousands of PRI supporters block highways to protest reports that their governor was being forced to resign in favor of a candidate from the PRD, claiming it was their candidate who won an election. The protests escalate to rioting. ",1,,359.577167974
2195,Mexico,27-Jun-10,27-Jun-10,1,4,0,PRD rally,3,3,3,1,"Hundreds of PRI supporters attack a PRD rally; specifically, the attackers are supporters of Jose Hernandez of the PRI, who has a long running dispute with a recently deceased PRD candidate.  Clashes last for several hours.",1,,359.577167974
2196,Mexico,10-Jul-00,10-Jul-00,1,4,0,PRI,3,0,1,1,Peasants storm the PRI headquarters after the party's electoral loss; they demand that the party pay more attention to grassroots organizations like theirs and that a jailed leader be freed from prison.,1,,359.577167974
2197,Mexico,20-Jul-00,20-Jul-00,1,4,0,PRI,2,0,1,10,About 50 farmers clash with private security guards outside the PRI headquarters to demand the release of a man arrested for squatting on public land.,1,,359.577167974
2198,Mexico,18-May-12,18-May-12,1,2,0,PRI,4,0,1,1,Thousands of college age demonstrators march to protest against a possible return to power of the PRI in the upcoming election.,0,,359.577167974
2199,Mexico,23-May-12,23-May-12,1,2,0,PRI,5,0,1,1,"Tens of thousands of university students march to protest against a possible return to power by the PRI in the upcoming elections.  They also rally against media coverage of the election, which they say is biased.",0,,359.577167974
2200,Mexico,10-Jun-12,10-Jun-12,1,2,0,PRI,5,0,1,1,Tens of thousands of demonstrators march to protest the likely return to power of the PRI in the upcoming election.,0,,359.577167974
2201,Mexico,24-Jun-12,24-Jun-12,1,2,0,PRI,4,0,1,1,Thousands of anti-PRI protesters demonstrate against the return of the PRI to power in the upcoming election.,0,,359.577167974
2202,Mexico,7-Jul-12,7-Jul-12,1,2,0,PRI,5,0,1,1,"Tens of thousands of protesters march, accusing the PRI and the president-elect of vote buying and corruption.",0,,359.577167974
2203,Mexico,22-Jul-12,22-Jul-12,1,2,0,PRI,4,0,1,1,Thousands march to protest alleged vote buying by the president-elect and the PRI.,0,,359.577167974
2204,Mexico,1-Dec-12,2-Dec-12,2,2,4,PRI,4,0,1,1,Around 500 protesters clash with police over the PRI's recent election victory.,1,,359.577167974
2205,Mexico,1-Jan-01,1-Jan-01,1,4,0,PRI legislators,-99,0,2,1,PRI and PRD legislators brawl in the Tabasco state legislature over the naming of an interim governor after an October gubernatorial election is annulled.,1,,359.577167974
2206,Panama,13-Dec-01,13-Dec-01,1,6,0,Panamanian courts,-99,0,1,2,Bus owners strike to protest a court decision blocking public transport fare increases needed to make improvements to vehicles.,0,,171.178650656
2207,Nicaragua,24-Nov-95,24-Nov-95,1,2,0,Parliament,4,0,1,7,Students protest a proposed budget cut at the university.,0,,400.3472736
2208,Haiti,21-Apr-06,21-Apr-06,1,9,0,Partisan,-99,1,3,1,"On an election runoff day, a man was killed in a fight between partisans.",1,,10.0
2209,Haiti,22-Nov-04,22-Nov-04,1,4,0,Passerby,-99,0,2,10,Supporters of a rebel wanted for homicide burned tires and threw rocks at passers-by.,1,,10.0
2210,Haiti,25-Feb-04,25-Feb-04,1,4,0,Passing cars,-99,0,1,12,"Militants also used guns and stones to stop cars and loot them of handbags, luggage and cell phones.",1,,10.0
2211,Jamaica,17-Oct-08,17-Oct-08,1,9,0,Pastor Alex Silva,1,1,1,6,"Taylor attacked pastor with machete, later tried to attack police and was shot and killed.",1,,102.176604027
2212,Haiti,23-Sep-94,23-Sep-94,1,4,0,Patriotic Action Committee headquarters,3,0,2,10,"About 1,000 Aristide supporters broke into the headquarters of the Patriotic Action Committee, injuring four people and sacking the building.",1,,10.0
2213,Haiti,31-Mar-05,31-Mar-05,1,8,0,Peacekeeper,-99,0,1,8,Unknown assailants shot at a soldier guarding the U.N.'s new headquarters; he escaped injury because the bullets hit him in his helmet and vest.,1,,10.0
2214,Haiti,14-Apr-05,14-Apr-05,1,8,0,Peacekeeper,-99,1,1,8,A UN peacekeeper from the Philippines was shot in the head and killed when an unknown number of armed gunmen opened fire.,1,,10.0
2215,Haiti,24-Dec-05,24-Dec-05,1,8,0,Peacekeeper,-99,1,1,8,A Jordanian peacekeeper was shot and killed while on patrol.,1,,10.0
2216,Haiti,12-Apr-08,12-Apr-08,1,8,4,Peacekeeper,-99,1,1,8,A UN peacekeeper was dragged from a car and shot and peacekeepers fired tear gas and shots to disperse a crowd before recovering the body and two men were detained and several market stalls were set on fire.,1,,10.0
2217,Haiti,13-Jan-05,13-Jan-05,1,4,0,Peacekeepers,2,0,2,3,"A crowd of people at a food distribution site threw rocks at peacekeepers, and the peacekeepers fired tear gas into the crowd.",1,,10.0
2218,Haiti,25-Feb-05,25-Feb-05,1,4,0,Peacekeepers,2,0,1,10,"Dozens of young men burned tires and threw rocks at peacekeepers, accusing them of standing by while Haitian police shot and killed two men.",1,,10.0
2219,Haiti,25-Feb-05,26-Feb-05,2,4,0,Peacekeepers,1,0,1,8,"Residents stoned a U.N. vehicle and fired on them, slightly wounding two and other peacekeepers were also shot at and injured.",1,,10.0
2220,Haiti,20-Mar-05,20-Mar-05,1,8,0,Peacekeepers,-99,4,5,8,"Peacekeepers raiding a police station held by former soldiers were fired on and fired back; one peacekeeper and two former soldiers were killed; in another incident, a peacekeeper was killed. ",1,,10.0
2221,Haiti,20-Mar-05,20-Mar-05,1,8,0,Peacekeepers,-99,4,5,8,"Peacekeepers raiding a police station held by former soldiers were fired on and fired back; one peacekeeper and two former soldiers were killed; in another incident, a peacekeeper was killed. ",1,,10.0
2222,Haiti,9-Apr-05,9-Apr-05,1,8,0,Peacekeepers,-99,1,1,8,"A pro-Aristide gang clashed with peacekeepers, and a young bystander was killed.",1,,10.0
2223,Haiti,9-Jun-05,9-Jun-05,1,8,0,Peacekeepers,-99,0,1,8,"Gunmen opened fire on U.N. troops at a checkpoint, wounding two peacekeepers and two Haitian Red Cross workers.",1,,10.0
2224,Haiti,16-Jun-05,16-Jun-05,1,8,0,Peacekeepers,-99,0,1,8,Peruvian U.N. soldiers were patrolling in an armored vehicle when they came under fire from armed gunmen; two peacekeepers were injured in the attack.,1,,10.0
2225,Haiti,24-Jul-05,24-Jul-05,1,8,0,Peacekeepers,-99,1,1,8,"Gang members attacked a U.N. military position, and peacekeepers fired back, killing one gang member.",1,,10.0
2226,Haiti,27-Nov-05,29-Nov-05,3,8,0,Peacekeepers,-99,0,1,8,"Armed groups using children as human shields fired at UN troops; over a period of three days of shooting, one UN soldier was injured.",1,,10.0
2227,Haiti,17-Jan-06,17-Jan-06,1,8,0,Peacekeepers,-99,2,1,8,Gumen shot and killed two peacekeepers and seriously wounded another at a security checkpoint.,1,,10.0
2228,Haiti,1-Feb-06,1-Feb-06,1,2,0,Peacekeepers,3,0,1,10,Hundreds of people marched past a U.N. fort and made obscene gestures at Jordanian peacekeepers after two people were allegedly shot by peacekeepers earlier that day.,0,,10.0
2229,Haiti,8-Jun-06,8-Jun-06,1,8,0,Peacekeepers,-99,0,1,8,Gang members fired on a UN security checkpoint and exchanged gunfire; one youth was injured.,1,,10.0
2230,Haiti,11-Jul-06,13-Jul-06,3,8,0,Peacekeepers,-99,1,1,8,"An armed Haitian gang exchanged gunfire with peacekeepers, with three peacekeepers being injured and at least one gang member being shot and killed over three days. ",1,,10.0
2231,Haiti,19-Jul-06,21-Jul-06,3,8,0,Peacekeepers,-99,8,1,8,Over three days of gunfire exchanged between armed groups and peacekeepers after armed groups attacked UN security stations; 8 armed group members were killed.,1,,10.0
2232,Haiti,8-Aug-06,8-Aug-06,1,8,0,Peacekeepers,-99,5,1,8,Five gang members were killed in an exchangeof gunfire with UN peacekeepers.,1,,10.0
2233,Haiti,19-Oct-06,19-Oct-06,1,8,4,Peacekeepers,-99,2,1,8,Peacekeepers trying to remove debris from a road were fired on and fired back in self-defense; residents then threw rocks at peacekeepers and accused them of opening fire and killing two.,1,,10.0
2234,Haiti,10-Nov-06,10-Nov-06,1,8,0,Peacekeepers,-99,2,1,8,Two Jordanian peacekeepers were shot and killed when they came under attack by gunmen.,1,,10.0
2235,Haiti,24-Jan-07,24-Jan-07,1,8,0,Peacekeepers,-99,4,1,8,Clashes between armed gangs and peacekeepers led to the deaths of four gang members and several others were injured.,1,,10.0
2236,Haiti,9-Feb-07,9-Feb-07,1,8,0,Peacekeepers,-99,1,1,8,At least two peacekeepers were injured in exchanges with armed gangs and one passerby was killed in the cross-fire.,1,,10.0
2237,Haiti,29-Oct-10,29-Oct-10,1,2,0,Peacekeepers from Nepal,3,0,3,8,"Hundreds of people protested against peacekeepers from Nepal, blaming them for the cholera epidemic and demanding they leave the country.",0,,10.0
2238,Mexico,28-Jun-95,28-Jun-95,1,7,0,Peasant Organization of the Southern Sierra (OCSS),3,17,3,10,Farmers on their way to an OCSS protest to march against police brutality are shot dead by police.  The EPR is formed in response to this event.,1,,359.577167974
2239,Mexico,29-Dec-03,29-Dec-03,1,9,0,Peasant group,2,1,3,12,Two peasant groups clash in a dispute over farmland.,1,,359.577167974
2240,Mexico,7-Apr-02,7-Apr-02,1,9,0,Peasants,2,4,3,12,15 masked gunmen kill four members of a peasant family and then steal their mule and other possessions.,1,,359.577167974
2241,El-Salvador,6-Aug-94,6-Aug-94,1,9,0,Peasants,1,12,3,3,A hand grenade explodes during the robbery of a truck carrying peasants.,1,,54.8044668202
2242,Haiti,23-Aug-90,23-Aug-90,1,4,0,Pedestrians,2,0,1,1,10 men piled out of a vehicle and - brandishing weapons and throwing stones - ordered pedestrians off the streets; this was seen as an attempt to keep people from participating in upcoming elections.,1,,10.0
2243,Mexico,9-Jul-15,9-Jul-15,1,9,0,Pedro Ferriz,-99,0,1,12,Suspected gang members robbed Ferriz for no reported reason.,1,,359.577167974
2244,Mexico,6-Aug-02,7-Aug-02,2,2,0,Pemex,3,0,3,4,Fishermen in Salina Cruz block the entrance to a refinery to protest against environmental damage.,0,,359.577167974
2245,Mexico,6-Jun-14,6-Jun-14,1,2,0,Peninsula Maya Developments,-99,0,3,4,Landowners on the island protested the development of resort that would be built on flamingo habitat. ,0,,359.577167974
2246,Mexico,23-Oct-03,23-Oct-03,1,9,0,Pentecostal pastor,-99,1,3,6,A Pentecostal pastor is shot dead in an apparent incident of religiously motivated violence.,1,,359.577167974
2247,Jamaica,24-Jun-07,24-Jun-07,1,8,0,People's National Party,-99,0,6,10,Office of the ruling party was firebombed in St. Ann Parish.,1,,102.176604027
2248,Jamaica,31-Aug-07,31-Aug-07,1,8,0,People's National Party worker,-99,3,1,10,A PNP worker and two other people were killed during election violence.,1,,102.176604027
2249,Guatemala,21-Aug-15,21-Aug-15,1,2,0,Perez Molina,3,0,1,1,Demonstrators were celebrating the detainment of Baldetti and called for Perez Molina's resignation. ,0,,40.1652129192
2250,Mexico,18-Nov-00,18-Nov-00,1,2,0,Petrochemical plant,3,0,3,4,Farmers block access to oil fields and a petrochemical plant to demand compensation for damaged coconut crops.,0,,359.577167974
2251,Mexico,28-Sep-05,28-Sep-05,1,2,0,Petroleos Mexicanos,3,0,2,4,At least 300 residents of two communities affected by a 2004 oil spill prevent employees of Pemex from heading to work.,0,,359.577167974
2252,Jamaica,14-May-96,1-Jun-96,19,6,0,Petromar Inc.,2,0,1,12,Crew of Panamanian cargo ship on hunger strike to protest law firms preventing their departure.,0,,102.176604027
2253,Mexico,24-Jul-06,24-Jul-06,1,9,0,Pharaceutical lab,-99,4,1,12,"Gunmen raid a pharmaceutical lab, killing four security guards and stealing about a ton of ephedrine.",1,,359.577167974
2254,Trinidad-and-Tobago,6-Mar-04,9-Mar-04,4,6,0,Plipwijs,2,0,-99,2,46 tug boat workers staged a four-day strike at a plant to address safety concerns and worker wages.,0,,139.54071342
2255,Mexico,31-Aug-97,31-Aug-97,1,2,0,Political violence,4,0,2,9,8000 people gather to protest against violence in Juarez since the July 4 death of an area drug lord.,0,,359.577167974
2256,Haiti,9-Jul-00,9-Jul-00,1,3,0,Polling booth,2,0,3,1,About 20 armed men raided a polling booth.,1,,10.0
2257,Dominican-Republic,16-May-04,16-May-04,1,4,0,Polling places,-99,0,7,1,"Gunmen fired into the air and attempted to steal ballot box, one man stabbed.",1,,80.3818341696
2258,Dominican-Republic,16-May-04,16-May-04,1,4,0,Polling places,-99,0,7,1,"Armed groups of Mejia supporters surrounded polling places, threatening to take ballot boxes.",1,,80.3818341696
2259,Haiti,21-May-00,21-May-00,1,2,0,Polling station,3,0,1,1,"More than 100 disgruntled voters protested, closing down some polling stations that were open.",0,,10.0
2260,Haiti,21-May-00,21-May-00,1,2,0,Polling station,-99,0,1,1,"A group of voters, angry that some voting stations had not opened by 4 p.m., set tires ablaze in a failed attempt to block a road.",0,,10.0
2261,Haiti,28-Nov-10,28-Nov-10,1,4,0,Polling station,-99,0,-99,1,Youths attacked a polling station and scattered thousands of ballots.,1,,10.0
2262,Jamaica,16-Oct-02,16-Oct-02,1,2,0,Polling station,-99,0,3,1,"Men took over a polling station and commandeered ballot boxes, stuffing them with marked ballots.",0,,102.176604027
2263,Jamaica,3-Sep-07,3-Sep-07,1,8,0,Polling station,-99,0,6,1,Shots fired at polling station and police in same voting district on election day.,1,,102.176604027
